question,answer
Loại cơ sở kinh doanh nào được đề cập đến trong đoạn văn?,Cơ sở kinh doanh có dưới 10 người lao động
"Để đảm bảo điều kiện lao động thỏa mãn quy định của Luật lao động, có những phương pháp nào?","Có những phương pháp như: áp dụng chế độ nghỉ 2 ngày 1 tuần, áp dụng chế độ nghỉ 1 ngày 1 tuần và rút ngắn thời gian làm việc quy định trong 1 ngày, áp dụng chế độ thời gian làm việc thay đổi."
Mục đích của việc tham khảo những ví dụ nội quy lao động là gì?,Mục đích là để soạn thảo nội quy lao động phù hợp với thực trạng nơi làm việc.
Tại sao cần phải áp dụng các phương pháp để đảm bảo điều kiện lao động?,Để đảm bảo điều kiện lao động thỏa mãn quy định của Luật lao động từ khoản 2 đến 4 nêu trên.
Trước bao lâu thì phải thông báo cho người lao động về sự thay đổi thời gian làm việc?,Ít nhất trước 1 ngày
Khi nào thì người lao động sẽ được thông báo về công việc của mình theo ca?,Trước ngày 1 của tháng trước
Thời gian nào thì người lao động sẽ biết được lịch trình làm việc của mình?,Trước ngày 1 của tháng trước
Khi nào thì việc thay đổi hình thức làm việc từ làm việc giờ hành chính sang làm việc theo ca hoặc ngược lại được tiến hành?,Sau khi hết ca làm hoặc vào ngày nghỉ.
Trước bao lâu thì người lao động phải được thông báo về việc thay đổi hình thức làm việc?,Trước ngày 1 của tháng
Thời gian bắt đầu và kết thúc làm việc được quy định ở đâu?,Trong nội quy lao động
Có cần quy định thời gian nghỉ giải lao không?,"Có, phải được quy định trong nội quy lao động"
Nội quy lao động quy định như thế nào về thời gian nghỉ giải lao?,"Về nguyên tắc, thời gian nghỉ giải lao phải áp dụng đồng loạt cho tất cả người lao động tại nơi làm việc."
Có thể áp dụng thời gian nghỉ giải lao khác nhau cho từng người lao động không?,"Có, trong trường hợp khó triển khai đồng loạt, có thể đưa ra thời gian nghỉ giải lao luân phiên bằng cách kí kết thỏa thuận bằng văn bản với đại diện người lao động."
Làm thế nào để áp dụng thời gian nghỉ giải lao luân phiên?,Áp dụng thời gian nghỉ giải lao luân phiên bằng cách kí kết thỏa thuận bằng văn bản với đại diện người lao động.
Trong trường hợp nào thì người lao động không được nghỉ đồng loạt?,Trong trường hợp người lao động thuộc phạm vi những người lao động không được nghỉ đồng loạt theo quy định trong Thỏa thuận lao động.
Phải quy định những gì trong Thỏa thuận lao động đối với người lao động không được nghỉ đồng loạt?,Phải quy định phạm vi những người lao động không được nghỉ đồng loạt và cách bố trí thời gian nghỉ giải lao cho những người lao động này.
Những ngành nào được đề cập trong Quy tắc thi hành Luật lao động?,Ngành giao thông vận tải và ngành thương mại.
Người lao động có được tự do sử dụng thời gian nghỉ giải lao không?,"Có, người lao động phải được tự do sử dụng thời gian nghỉ giải lao."
Công ty có những loại ngày nghỉ nào?,"Ngày quốc lễ, ngày nghỉ cuối năm và đầu năm mới, ngày nghỉ hè, ngày nghỉ khác do công ty quy định"
Ngày nghỉ của người lao động được tính như thế nào?,Ngày nghỉ phải được đưa ra theo ngày dương lịch (tức 24 giờ liên tục từ 0 giờ sáng đến 12 giờ đêm).
Có trường hợp nào ngày nghỉ không cần theo ngày dương lịch không?,"Có, trường hợp áp dụng chế độ làm việc theo ca dựa trên luân phiên phân chia nhân sự vào các ca kíp, nếu đáp ứng các yêu cầu dưới đây, chỉ cần chọn ngày nghỉ là 24 giờ liên tục."
Ví dụ về chế độ làm việc theo ca là gì?,"Làm việc theo 3 ca, mỗi ca 8 tiếng."
Chế độ làm việc theo ca được quy định như thế nào?,Chế độ làm việc theo ca dựa trên luân phiên phân chia nhân sự vào các ca kíp được quy định trong nội quy lao động.
Làm thế nào để quy định việc luân phiên làm việc theo ca?,Việc luân phiên làm việc theo ca phải được quy định thành nội quy thay vì thiết lập từng lần ở bảng phân chia công việc.
Ngày nghỉ hoán đổi được định nghĩa như thế nào?,Ngày nghỉ hoán đổi là việc có thể thay đổi ngày nghỉ quy định.
"Nếu phải làm việc vào chủ nhật, ngày nghỉ quy định sẽ được định lại như thế nào?","Ngày nghỉ quy định sẽ được đổi thành ngày làm việc khác, chẳng hạn như thứ 2."
Nghỉ bù là chế độ gì?,Nghỉ bù là chế độ trong đó người lao động được miễn nghĩa vụ làm việc vào ngày làm việc xác định tiếp theo hoặc bất kỳ ngày làm việc nào theo nguyện vọng của người lao động
Ai quyết định ngày nghỉ bù?,Người lao động quyết định ngày nghỉ bù theo nguyện vọng của mình
Ngày nghỉ hoán đổi là gì?,Ngày nghỉ hoán đổi là việc ngày nghỉ theo quy định của pháp luật đã được xác định từ trước được thay sang ngày khác
Có cần phải làm việc vào ngày nghỉ trước khi thay thế để được nghỉ hoán đổi không?,Dù làm việc vào ngày nghỉ trước khi thay thế thì công ty vẫn phải cho nghỉ hoán đổi
Căn cứ nào để phân biệt ngày nghỉ hoán đổi và nghỉ bù?,Sự khác biệt giữa ngày nghỉ hoán đổi và nghỉ bù dựa trên Luật tiêu chuẩn lao động
Trường hợp nào cần phải chi trả tiền lương làm thêm?,Trường hợp ngày nghỉ đã thay thế kéo dài một tuần và thời gian làm việc thực tế trong tuần đó vượt quá thời gian làm việc trong tuần theo quy định của pháp luật
Nghỉ bù là trường hợp nào?,Người lao động phải làm việc vào ngày nghỉ đã được xác định
Tại sao cần phải chi trả tiền lương làm thêm cho người lao động?,Vì người đó đã bị bắt làm việc vào ngày nghỉ.
Điều kiện cần thiết để đổi ngày nghỉ là gì?,Phải đặt ra quy định về ngày nghỉ hoán đổi trong nội quy lao động.
Mục đích của việc chọn ngày nghỉ hoán đổi gần nhau là gì?,Để đảm bảo có 4 ngày nghỉ
Chế độ thời gian làm việc thay đổi theo tháng là gì?,2 ngày nghỉ cách tuần
Những ngày nào được coi là ngày nghỉ?,Chủ nhật và ngày thứ 7 thứ 2 cách 2 tuần bắt đầu từ ngày tháng năm
Công ty quy định những ngày nghỉ nào?,"Ngày quốc lễ, ngày nghỉ cuối năm và đầu năm mới, ngày nghỉ hè, ngày nghỉ khác do công ty quy định"
Công ty có thể thay đổi ngày nghỉ đã quy định không?,"Có, nếu công ty thấy cần thiết do tình hình công việc"
Thỏa thuận lao động cần phải nộp cho ai?,giám đốc văn phòng giám sát tiêu chuẩn lao động có thẩm quyền
Thông tin về phương thức lựa chọn đại diện người lao động trong Thỏa thuận lao động được quy định ở đâu?,phần giải thích trong Điều ２１ của ví dụ nội quy lao động này
Những thông tin nào cần được quy định rõ trong nội quy lao động khi áp dụng chế độ thời gian làm việc thay đổi theo tháng?,"Ngày bắt đầu của thời gian thay đổi, thời gian bắt đầu, kết thúc làm việc mỗi ngày, thời gian làm việc mỗi ngày và mỗi tuần trong thời gian thay đổi"
Nếu tuần có ngày quốc lễ thì ngày chủ nhật có phải là ngày nghỉ không?,"Không, vẫn được coi là ngày đi làm"
Chế độ nghỉ của nhân viên sẽ như thế nào nếu tuần có ngày quốc lễ?,Vẫn đảm bảo chế độ nghỉ 2 ngày 1 tuần
Phải quy định những gì trong nội quy lao động?,"Phải quy định cụ thể thời gian làm việc mỗi ngày, mỗi tuần theo quy định của pháp luật trong nội quy lao động."
Thời gian làm việc quy định trong một tuần theo chế độ nghỉ 2 ngày 1 tuần được quy định như thế nào?,Thời gian làm việc quy định trong một tuần theo chế độ nghỉ 2 ngày 1 tuần sẽ được quy định theo từng hình thức của chế độ nghỉ này.
Các hình thức của chế độ nghỉ 2 ngày 1 tuần là gì?,"Các hình thức của chế độ nghỉ 2 ngày 1 tuần bao gồm nghỉ vào Chủ nhật và Thứ 7 thứ hai, thứ ba, thứ tư trong tháng."
Điều kiện để áp dụng chế độ thời gian làm việc thay đổi theo năm?,Đã ký kết Thỏa thuận lao động liên quan đến chế độ thời gian làm việc thay đổi theo năm với đại diện người lao động
Thời gian xác định được quy định trong Thỏa thuận lao động liên quan đến chế độ thời gian làm việc thay đổi theo năm?,Chỉ khoảng thời gian xác định
Thời gian thông báo ngày nghỉ hằng năm cho người lao động là bao lâu?,trước 30 ngày kể từ ngày đầu tiên của thời gian áp dụng
Chế độ thời gian làm việc thay đổi theo năm được quy định trong văn bản nào?,Thỏa thuận lao động liên quan đến chế độ thời gian làm việc thay đổi theo năm
Khi nào thì thông báo về lịch nghỉ hằng tháng được gửi đến người lao động?,Trước 30 ngày kể từ ngày đầu tiên của thời gian áp dụng
Những ngày nào được coi là ngày nghỉ của người lao động?,"Chủ nhật, ngày quốc lễ, ngày nghỉ cuối năm và đầu năm mới"
Công ty quy định những loại ngày nghỉ nào?,Ngày nghỉ hè và ngày nghỉ khác do công ty quy định
Chế độ thời gian làm việc thay đổi theo năm áp dụng trong khoảng thời gian bao lâu?,"Dựa trên thỏa thuận lao động, nhưng không quá 1 năm"
Khi nào thì chế độ thời gian làm việc thay đổi theo năm sẽ phù hợp?,Khi có thể dự đoán một khoảng thời gian xác định trong năm sẽ rất bận rộn
Yêu cầu cần thỏa mãn khi áp dụng chế độ thời gian làm việc thay đổi theo năm là gì?,Phải quy định việc áp dụng chế độ thời gian làm việc thay đổi theo năm trong nội quy lao động
Những thông tin nào cần được quy định về thời gian làm việc?,"Phải quy định thời gian bắt đầu, kết thúc làm việc của từng ngày làm việc, thời gian nghỉ giải lao và ngày nghỉ"
Thỏa thuận lao động cần được ký kết với ai?,Đại diện người lao động
Thỏa thuận lao động cần quy định những điều khoản nào?,Phạm vi người lao động áp dụng
Vì sao cần đảm bảo ngày nghỉ trong năm?,Để phù hợp với thời gian làm việc quy định trong 1 ngày
Số ngày nghỉ trong năm là bao nhiêu để không đạt được khuôn khổ của chế độ làm việc 40 giờ 1 tuần?,Không vượt quá 105 ngày
Số ngày nghỉ trong năm được tính như thế nào?,Số ngày nghỉ trong năm cần đảm bảo để thỏa mãn chế độ làm việc 40 giờ 1 tuần.
Yếu tố nào ảnh hưởng đến số ngày nghỉ trong năm?,"Số ngày dương lịch trong năm, bao gồm cả năm nhuận, ảnh hưởng đến số ngày nghỉ trong năm."
Mục đích của chế độ thời gian làm việc thay đổi theo năm là gì?,Đưa ra tiền đề cho việc không làm thêm ngoài giờ cố định và không làm việc vào ngày nghỉ
Phải làm gì khi phát sinh làm thêm ngoài giờ một cách đột phát?,Cần ký kết và báo cáo thỏa thuận theo Điều 36 Luật lao động
Có thể yêu cầu nhân viên làm việc vào ngày nghỉ không?,"Có, tùy vào tình hình công việc"
Công ty cần làm gì khi yêu cầu người lao động làm việc vào ngày nghỉ?,Công ty phải ký kết trước Thỏa thuận lao động bằng văn bản với người đại diện quá bán người lao động
Ai là người đại diện mà công ty cần ký kết thỏa thuận với?,Người đại diện quá bán người lao động
Công ty cần nộp gì khi ký kết thỏa thuận lao động?,Không có thông tin cụ thể về việc nộp gì trong đoạn văn bản
Phụ nữ mang thai và sau sinh có phải làm thêm giờ không?,"Không, phụ nữ mang thai và sau sinh có yêu cầu cũng không phải làm thêm ngoài giờ thời gian làm việc quy định hoặc vào ngày nghỉ."
Có thể bố trí người lao động làm việc ngoài thời gian quy định không?,"Có, có thể bố trí người lao động làm việc ngoài thời gian làm việc quy định hoặc vào ngày nghỉ."
Điều kiện nào cho phép người lao động không làm thêm giờ?,Phụ nữ mang thai và sau sinh có yêu cầu cũng không phải làm thêm ngoài giờ thời gian làm việc quy định hoặc vào ngày nghỉ.
Người sử dụng lao động phải làm gì khi người lao động làm việc vào ngày nghỉ?,Ký kết và nộp Thỏa thuận lao động
Căn cứ pháp lý để ký kết Thỏa thuận lao động là gì?,Điều 36 Luật lao động
Người sử dụng lao động cần làm gì để bố trí người lao động làm thêm giờ?,Nộp thỏa thuận cho giám đốc văn phòng giám sát tiêu chuẩn lao động có thẩm quyền
Ai được coi là đại diện người lao động khi có công đoàn lao động?,Công đoàn lao động được tổ chức bởi quá bán số người lao động tại nơi làm việc
Người sử dụng lao động có thể bố trí người lao động làm việc vào ngày nghỉ không?,"Có, trong phạm vi thỏa thuận"
Ai là người đại diện cho quá bán số người lao động tại nơi làm việc?,Người đại diện quá bán
Người sử dụng lao động có được phép sa thải người đại diện quá bán không?,Không được đối xử bất lợi về điều kiện lao động như sa thải với lý do là người đại diện quá bán.
Người sử dụng lao động cần làm gì để bảo vệ người đại diện quá bán?,Phải thực hiện các biện pháp cần thiết để đảm bảo rằng không có đối xử bất lợi với người đại diện quá bán.
Nội quy lao động cần thông báo cho người lao động về những gì?,Nội quy lao động cần thông báo cho người lao động về Thỏa thuận 36 (Khoản 1 Điều 106 Luật lao động).
Giới hạn của việc kéo dài thời gian làm việc được quy định ở đâu?,Giới hạn của việc kéo dài thời gian làm việc được quy định trong Thỏa thuận 36 và Luật lao động.
Tổng thời gian làm thêm ngoài giờ và làm việc vào ngày nghỉ trong 1 tháng có giới hạn không?,Tổng thời gian làm thêm ngoài giờ và làm việc vào ngày nghỉ trong 1 tháng phải dưới 100 giờ
Tổng số giờ làm thêm ngoài giờ và làm việc vào ngày nghỉ có giới hạn như thế nào?,Dưới 100 giờ 1 tháng và trung bình không quá 80 giờ trong 2 - 6 tháng
Những biện pháp nào được áp dụng để đảm bảo sức khỏe và phúc lợi cho người lao động làm việc vượt quá thời gian giới hạn?,Biện pháp đảm bảo sức khỏe và phúc lợi cho người lao động được bố trí làm việc vượt quá thời gian giới hạn
Tỷ lệ tiền lương làm thêm khi làm việc vượt quá thời gian giới hạn là gì?,Tỷ lệ tiền lương làm thêm khi làm việc vượt quá thời gian giới hạn
Thủ tục trong trường hợp bố trí người lao động làm việc vượt quá thời gian giới hạn được quy định ở đâu?,Khoản 2 Điều 36 và Điều 17 Quy tắc thi hành Luật lao động
Khi nào chế độ nghỉ giữa ca làm việc trở thành nghĩa vụ của chủ doanh nghiệp?,Chế độ nghỉ giữa ca làm việc trở thành nghĩa vụ của chủ doanh nghiệp từ ngày 1 tháng 4 năm 2019
Luật nào quy định về việc sa thải hoặc đối xử bất lợi với người lao động?,Luật bình đẳng (Khoản 3 Điều 9)
Chế độ nghỉ giữa ca làm việc là gì?,Chế độ nghỉ giữa ca làm việc là chế độ nhằm đảm bảo thời gian sinh hoạt và thời gian ngủ nghỉ của người lao động bằng cách thiết lập thời gian nghỉ giải lao nhất định
Mục đích của chế độ nghỉ giữa ca làm việc là gì?,Mục đích của chế độ nghỉ giữa ca làm việc là đảm bảo thời gian sinh hoạt và thời gian ngủ nghỉ của người lao động
Lợi ích của việc đảm bảo thời gian nghỉ giữa ca là gì?,"Lợi ích của việc đảm bảo thời gian nghỉ giữa ca là người lao động có thể đảm bảo thời gian sinh hoạt và thời gian ngủ nghỉ đầy đủ, tiếp tục làm việc trong khi duy trì sự cân bằng giữa công việc"
Nội quy lao động quy định về những vấn đề gì?,Nội quy lao động quy định về thủ tục đăng ký và các vấn đề khác
Tại sao cần xây dựng các quy định như nội quy lao động?,Cần xây dựng các quy định như nội quy lao động khi cần thiết
Mục đích của việc quy định thời gian nghỉ giữa ca làm việc?,Để mỗi người lao động phải được nghỉ ngơi liên tục ít nhất ○ giờ sau khi kết thúc ca làm việc và trước khi bắt đầu ca tiếp theo trong 1 ngày
Mục đích của việc cấm làm thêm giờ sau một thời gian nhất định là gì?,Để đảm bảo thời gian nghỉ giữa ca
Người lao động cần đáp ứng điều kiện gì để được nhận 10 ngày nghỉ phép hưởng lương hằng năm?,Công tác liên tục trong vòng 6 tháng từ ngày được tuyển dụng và đi làm trên 80% số ngày làm việc quy định
Thời gian công tác liên tục để được nhận nghỉ phép hưởng lương hằng năm là bao lâu?,6 tháng từ ngày được tuyển dụng
Người lao động có thể lấy ngày nghỉ phép hưởng lương hằng năm không?,Có thể cho phép người lao động lấy ngày nghỉ phép hưởng lương hằng năm
Ai quyết định việc cho phép người lao động lấy ngày nghỉ phép?,"Không rõ, đoạn văn bản không cung cấp thông tin cụ thể"
Điều kiện để người lao động được lấy ngày nghỉ phép hưởng lương hằng năm?,Người lao động có thể lấy ngày nghỉ phép hưởng lương hằng năm trong Khoản 1 hoặc 2 vào thời gian họ yêu cầu
Người sử dụng lao động có thể yêu cầu người lao động lấy ngày nghỉ phép vào thời gian khác khi nào?,Khi việc lấy ngày nghỉ phép hưởng lương hằng năm vào thời gian họ yêu cầu gây cản trở đến việc vận hành kinh doanh bình thường
Người sử dụng lao động có thể chỉ định trước thời gian lấy ngày nghỉ đối với phần ngày nghỉ vượt quá bao nhiêu ngày?,5 ngày trong số ngày nghỉ phép hưởng lương hằng năm của mỗi người lao động
Người sử dụng lao động cần thỏa thuận bằng văn bản với ai để chỉ định trước thời gian lấy ngày nghỉ?,Đại diện người lao động
Công ty có thể chỉ định trước thời gian lấy ngày nghỉ phép hưởng lương hằng năm không?,"Có, công ty có thể chỉ định trước thời gian lấy ngày nghỉ đối với 5 ngày trong số ngày nghỉ phép hưởng lương hằng năm của người lao động."
Công ty cần làm gì khi chỉ định trước thời gian lấy ngày nghỉ phép hưởng lương hằng năm?,Công ty cần lắng nghe và tôn trọng ý kiến của người lao động đó.
Căn cứ pháp lý cho thời gian nghỉ trước và sau khi sinh?,Điều 65 Luật lao động đối với phụ nữ
Người chăm sóc của tôi có thể tham gia đào tạo mà không cần tôi có mặt không?,"Có, người chăm sóc của quý vị có thể tham gia các buổi đào tạo riêng hoặc theo nhóm mà không yêu cầu quý vị phải có mặt."
Chương trình đào tạo người chăm sóc có thể được thực hiện thông qua chăm sóc sức khỏe từ xa không?,"Có, các dịch vụ đào tạo có sẵn trực tiếp và thông qua chăm sóc sức khỏe từ xa."
Mục tiêu của chương trình đào tạo người chăm sóc là gì?,Chương trình đào tạo phải tập trung vào các mục tiêu về sức khỏe của quý vị và việc điều trị của quý vị phải cần có sự giúp đỡ của người chăm sóc để thành công.
Ai sẽ chuẩn bị kế hoạch chăm sóc cho người sử dụng?,Nhà cung cấp dịch vụ của quý vị sẽ chuẩn bị kế hoạch chăm sóc cho quý vị hoặc gia đình hoặc người chăm sóc không trả lương của quý vị.
Chương trình đào tạo tự kiểm soát bệnh tiểu đường bao gồm những nội dung gì?,"Chương trình có thể bao gồm các lời khuyên giúp ăn uống lành mạnh, chăm hoạt động, theo dõi đường huyết, dùng thuốc theo chỉ định."
Điều kiện để được đào tạo về dịch vụ liệu pháp dinh dưỡng y tế là gì?,Phải được chẩn đoán mắc bệnh tiểu đường và có chỉ định bằng văn bản của bác sĩ hoặc nhà cung cấp dịch vụ chăm sóc sức khỏe khác.
Tôi có thể tìm hiểu về các chương trình đào tạo bệnh tiểu đường ở đâu?,Quý vị có thể truy cập adces.org/program-finder để tìm các chương trình được chứng nhận gần quý vị
Tôi có thể được đào tạo về cách tự kiểm soát bệnh tiểu đường thông qua dịch vụ nào?,Quý vị có thể được đào tạo về cách tự kiểm soát bệnh tiểu đường từ bác sĩ hoặc nhà cung cấp dịch vụ chăm sóc sức khỏe khác thông qua dịch vụ chăm sóc sức khỏe từ xa
Những chuyên gia nào tham gia vào chăm sóc sức khỏe tâm thần?,"chuyên gia trị liệu vận động, chuyên gia bệnh học về khả năng nói, nhân viên xã hội, chuyên gia tâm lý học lâm sàng, chuyên gia trị liệu hôn nhân và gia đình và tư vấn viên sức khỏe tâm thần"
Tôi có thể tìm Trung tâm Sức khỏe Đủ tiêu chuẩn Liên bang gần nơi tôi sống không?,"Có, quý vị có thể truy cập findahealthcenter.hrsa.gov để tìm một trung tâm y tế gần quý vị."
Ai có thể cung cấp các dịch vụ liệu pháp dinh dưỡng y tế?,"Chỉ chuyên gia về chế độ ăn hoặc chuyên gia dinh dưỡng chuẩn định, những người đáp ứng các yêu cầu nhất định mới có thể cung cấp các dịch vụ liệu pháp dinh dưỡng y tế."
Những chuyên gia nào tham gia vào trường ngoại trú?,"Bác sĩ tâm thần hoặc bác sĩ khác, nhà tâm lý học lâm sàng, nhà trị liệu hôn nhân và gia đình, tư vấn viên sức khỏe tâm thần, chuyên gia y tá lâm sàng, nhân viên xã hội lâm sàng, y tá hành nghề, hoặc trợ lý bác sĩ"
Mục đích của liệu pháp hành vi béo phì là gì?,Giúp giảm cân bằng cách tập trung vào chế độ ăn uống và tập thể dục
Có thể sử dụng nhà cung cấp dịch vụ không tham gia chương trình được không?,"Nếu quý vị vẫn muốn sử dụng nhà cung cấp dịch vụ không tham gia chương trình, thì quý vị và nhà cung cấp dịch vụ đó có thể thiết lập các điều khoản thanh toán mà cả hai đồng ý thông qua một hợp đồng riêng."
Bác sĩ hoặc nhà cung cấp dịch vụ chăm sóc sức khỏe không tham gia chương trình phải làm gì?,Bác sĩ hoặc nhà cung cấp dịch vụ chăm sóc sức khỏe không tham gia chương trình phải làm theo các điều khoản đã được thỏa thuận trong hợp đồng riêng.
Làm thế nào để tự động gia hạn hợp đồng với nhà cung cấp dịch vụ?,Mỗi 2 năm một lần trừ khi nhà cung cấp dịch vụ yêu cầu không gia hạn trạng thái không tham gia của họ nữa.
Tôi có thể khám bệnh tại bất kỳ bệnh viện nào?,"Không, một số chương trình PFFS ký hợp đồng với một mạng lưới các nhà cung cấp dịch vụ đồng ý luôn điều trị cho quý vị."
Các chương trình có chữ cái cung cấp quyền lợi cơ bản như thế nào?,"Các chương trình có chữ cái đều cung cấp các quyền lợi cơ bản tương tự nhau, dù cho quý vị sinh sống ở đâu hoặc mua hợp đồng từ công ty bảo hiểm nào."
Hợp đồng Medigap có thể đài thọ cho bao nhiêu người?,Hợp đồng Medigap chỉ đài thọ cho một người.
Thời điểm tốt nhất để mua một hợp đồng Medigap là khi nào?,Thời gian Ghi danh Mở cho Medigap
Khi nào thì hợp đồng Medigap bắt đầu?,"Tháng đầu tiên sau khi quý vị đăng ký, trừ khi quý vị yêu cầu một ngày hiệu lực khác"
Tôi dưới 65 tuổi có thể mua được hợp đồng bảo hiểm Medigap không?,Có thể sẽ không mua được
Tại sao tôi dưới 65 tuổi có thể sẽ không mua được hợp đồng bảo hiểm Medigap?,Do luật liên bang không bắt buộc các công ty bảo hiểm bán Medigap cho những người dưới 65 tuổi
Tôi có thể mua hợp đồng bảo hiểm Medigap ở tuổi nào?,Quý vị có thể mua hợp đồng bảo hiểm Medigap cho đến khi quý vị bước sang tuổi 65.
Có phải tôi có thể mua hợp đồng bảo hiểm Medigap ở tuổi dưới 65?,"Có, nhưng nó có thể sẽ đắt hơn."
Tôi cần liên hệ với ai để biết thêm thông tin về mua hợp đồng bảo hiểm Medigap?,Quý vị cần liên hệ với Chương trình Hỗ trợ Bảo hiểm Y tế Tiểu bang (SHIP) của quý vị.
"Tôi cần tìm hiểu thêm về các quyền của mình khi mua hợp đồng bảo hiểm Medigap, phải làm thế nào?",Quý vị có thể tham khảo bảng của quý vị hoặc tìm kiếm sự giúp đỡ từ một đại lý hoặc nhà môi giới đáng tin cậy.
Tôi có thể tự mình tìm hiểu về các quyền của mình khi mua hợp đồng bảo hiểm Medigap hay không?,"Có, quý vị có thể tham khảo bảng của quý vị để tìm hiểu thêm về các quyền của mình."
Tôi cần làm gì để hủy hợp đồng Medigap của mình?,Liên hệ với công ty bảo hiểm của mình
Tôi có thể mua hợp đồng Medigap mới nếu công ty bảo hiểm đó không còn bán hợp đồng đó?,"Có, quý vị có thể mua một số hợp đồng Medigap nhất định, tùy thuộc vào luật tiểu bang."
"Nếu tôi có bảo hiểm từ chủ lao động hoặc công đoàn, tôi nên làm gì trước khi thực hiện bất kỳ thay đổi nào?",Hãy gọi cho quản trị viên quyền lợi của mình.
"Nếu tôi mất bảo hiểm thuốc và sức khỏe của chủ lao động hoặc công đoàn, tôi có thể sẽ không?","không có thông tin cụ thể, nhưng có thể sẽ không có bảo hiểm thuốc và sức khỏe."
Tôi có thể lấy lại được bảo hiểm của chủ lao động hoặc công đoàn không?,"Có, quý vị có thể lấy lại được bảo hiểm của chủ lao động hoặc công đoàn"
Tôi có thể trả phí IRMAA Phần D một cách riêng biệt khi chủ lao động thanh toán phí bảo hiểm cho tôi không?,"Có, quý vị sẽ trả các khoản IRMAA Phần D một cách riêng biệt, ngay cả khi chủ lao động của quý vị hoặc một bên thứ ba khác thanh toán phí bảo hiểm cho quý vị."
Bảo hiểm thuốc kê toa có uy tín có thể bao gồm thuốc từ đâu?,"chủ lao động hiện tại hoặc trước đây, công đoàn, TRICARE, Dịch vụ Y tế Ấn Độ (IHS), hoặc Bộ Cựu chiến binh (VA)"
Tôi có thể sử dụng bảo hiểm chủ lao động hoặc công đoàn để chi trả cho Extra Help không?,"Có, nếu quý vị có bảo hiểm chủ lao động hoặc công đoàn hiện tại hoặc trước đây."
Ai sẽ thông báo cho tôi về việc bảo hiểm thuốc của mình?,Chủ lao động hoặc công đoàn của tôi sẽ thông báo hàng năm
Ai sẽ được thông báo khi tôi thay đổi bảo hiểm?,Chủ lao động hoặc công đoàn sẽ được thông báo.
Tôi có thể giữ bảo hiểm sức khỏe sau khi kết thúc việc làm không?,"Có, theo luật COBRA, quý vị có thể tạm thời giữ bảo hiểm sức khỏe của chủ lao động sau khi kết thúc việc làm."
Tôi có thể tham gia bảo hiểm COBRA nếu tôi bị mất bảo hiểm với tư cách là người phụ thuộc của nhân viên được bảo hiểm không?,"Có, quý vị có thể tham gia bảo hiểm COBRA sau khi bị mất bảo hiểm với tư cách là người phụ thuộc của nhân viên được bảo hiểm."
Tôi có thể mua bảo hiểm thuốc đi kèm với Medigap không?,"Không, các hợp đồng Medigap không còn được bán có bảo hiểm thuốc đi kèm nữa."
Tôi có thể giữ lại hợp đồng Medigap cũ đã được bán có bảo hiểm thuốc không?,"Có, nếu quý vị có một hợp đồng Medigap cũ đã được bán có bảo hiểm thuốc, quý vị có thể giữ lại hợp đồng."
Chương trình bảo hiểm sức khỏe nào dành cho nhân viên liên bang?,Chương trình Quyền lợi Sức khỏe Nhân viên Liên bang (FEHB) dành cho các nhân viên liên bang hiện tại và đã nghỉ hưu và các thành viên gia đình được đài thọ.
"Tôi là nhân viên đương nhiệm của liên bang, làm thế nào để liên hệ với Cán bộ Quyền lợi của mình?",Quý vị có thể truy cập apps.opm.gov/abo để biết danh sách các Cán bộ Quyền lợi.
"Tôi là nhân viên đủ điều kiện của U.S. hoặc gia đình họ, tôi có được bảo hiểm thông qua chương trình nào?",Quý vị nhận được bảo hiểm thông qua Chương trình Phúc lợi Sức khỏe Dịch vụ Bưu chính (PSHB).
Ai có thể đủ điều kiện cho chương trình Cá nhân Khuyết tật và Đang làm việc Đủ tiêu chuẩn?,"Người bị khuyết tật, đang đi làm, hoặc mất phúc lợi An Sinh Xã Hội dành cho người khuyết tật và bảo hiểm miễn phí của Phần A."
Những gì không được bao gồm trong Extra Help?,"Nhà cửa, xe hơi, đồ gia dụng, lô đất mai táng, chi phí mai táng lên đến $1,500 (mỗi người), hoặc các hợp đồng bảo hiểm nhân thọ."
Tôi có thể mua Medigap hợp đồng nào trong vòng 63 ngày sau khi bảo hiểm theo chương trình kết thúc?,Quý vị có thể mua một số Medigap hợp đồng nhất định theo luật liên bang trong vòng 63 ngày sau khi bảo hiểm theo chương trình của quý vị kết thúc.
Tổng chi phí tối đa cho việc sao chép thông tin y tế là bao nhiêu?,"Tổng chi phí tối đa không được cao hơn chi phí lao động sao chép thông tin, vật liệu tạo ra bản sao và cước phí bưu chính (nếu có)"
Hồ sơ Sức khỏe Điện tử là gì?,"Hồ sơ Sức khỏe Điện tử là tiền sử về các tình trạng bệnh lý, điều trị và chăm sóc sức khỏe của quý vị mà bác sĩ, nhà cung cấp dịch vụ chăm sóc sức khỏe khác, nhân viên văn phòng y tế, hoặc bệnh viện của quý vị lưu giữ trên máy tính."
"Tôi muốn biết thông tin về Chương trình Quyền lợi Sức khỏe Nhân viên Liên bang, nhưng tôi không biết liên hệ nào?",Bạn có thể liên hệ với Văn phòng Quản lý Nhân sự hoặc truy cập vào trang VA.gov hoặc eBenefits.va.gov để biết thêm thông tin.
