question,answer
Nhân viên có được phép gửi những thông điệp quấy rối hoặc phân biệt đối xử qua email không?,"Không, nhân viên không được phép sử dụng hệ thống email để gửi những thông điệp quấy rối hoặc phân biệt đối xử, bao gồm cả nội dung tình dục rõ ràng hoặc hình ảnh khiêu dâm."
Nhân viên có được phép tiết lộ bí mật kinh doanh của công ty qua email không?,"Không, nhân viên không được phép sử dụng hệ thống email để tiết lộ bí mật kinh doanh của công ty."
"Khi sử dụng địa chỉ email của Clef, tôi cần lưu ý điều gì?","Khi sử dụng địa chỉ email của Clef, bạn cần đảm bảo rằng các thông điệp của bạn chuyên nghiệp và phù hợp về giọng điệu và nội dung, vì chúng có thể được in, lưu trữ và chuyển tiếp cho người nhận không mong muốn."
Tại sao tôi cần cẩn thận khi gửi email hoặc cập nhật trên mạng xã hội của Clef?,"Bạn cần cẩn thận vì mặc dù email hoặc mạng xã hội có thể dường như là cuộc trò chuyện riêng tư, nhưng chúng có thể bị in, lưu trữ và chuyển tiếp cho người nhận không mong muốn."
Tôi có nên gửi những thông điệp mà tôi không muốn đội ngũ của Clef thấy không?,"Không, bạn không nên gửi bất kỳ thông điệp nào mà bạn không muốn đội ngũ của Clef thấy."
Nhân viên nên làm gì để tránh virus qua email?,"Nhân viên không nên mở phụ lục email từ người hoặc doanh nghiệp mà họ không nhận diện, đặc biệt nếu email có vẻ đã được chuyển tiếp nhiều lần hoặc có tiêu đề không tồn tại hoặc kỳ lạ."
"Nếu nhận được email từ người quen nhưng có phụ lục kỳ lạ, nhân viên có nên mở không?","Không, nếu phụ lục có tên kỳ lạ hoặc không được đề cập trong nội dung email, nhân viên không nên mở vì nó có thể đã được truyền tự động mà người gửi không biết."
"Tại sao nhân viên không nên mở phụ lục email có tiêu đề kỳ lạ, ngay cả khi biết người gửi?","Bởi vì phụ lục đó có thể đã được truyền tự động mà người gửi không biết, do đó có thể chứa virus hoặc mối đe dọa khác."
"Nếu tôi nghi ngờ máy tính của mình bị nhiễm virus, tôi cần làm gì?",Bạn phải thông báo cho các nhà sáng lập ngay lập tức.
Tôi có được phép chia sẻ mật khẩu email của mình với đồng nghiệp hoặc người thân không?,"Không, bạn không được chia sẻ mật khẩu email của mình với bất kỳ ai, kể cả đồng nghiệp hoặc người thân."
Công ty có quyền giám sát việc sử dụng Internet của nhân viên không?,"Có, công ty có quyền giám sát việc sử dụng Internet của nhân viên bất cứ lúc nào."
Nhân viên có thể mong đợi sự riêng tư khi sử dụng Internet tại công ty không?,"Không, nhân viên không nên mong đợi sự riêng tư khi sử dụng Internet, bao gồm các trang web họ truy cập, thời gian trực tuyến và các cuộc giao tiếp của họ."
Công ty Clef có ủng hộ sự đa dạng và bao gồm hay không?,Công ty Clef ủng hộ sự đa dạng và bao gồm trong các giá trị cốt lõi của mình.
Clef có phân biệt đối xử dựa trên giới tính hay không?,Clef không phân biệt đối xử dựa trên giới tính hoặc bất kỳ đặc điểm cá nhân nào khác được bảo vệ bởi luật pháp.
Những đặc điểm cá nhân nào được bảo vệ khỏi sự phân biệt đối xử tại Clef?,"Tại Clef, những đặc điểm cá nhân được bảo vệ khỏi sự phân biệt đối xử bao gồm chủng tộc, màu da, tôn giáo, danh tính giới tính, giới tính, xu hướng tình dục, thai sản, nguồn gốc quốc gia, dòng dõi, quốc tịch, tuổi, tình trạng hôn nhân, khuyết tật vật lý, khuyết tật tâm thần, tình trạng sức khỏe, tình trạng quân sự, và bất kỳ đặc điểm nào khác được bảo vệ bởi luật liên bang, tiểu bang hoặc địa phương."
Công ty có hỗ trợ người lao động hoặc ứng viên khuyết tật không?,"Có, khi cần thiết, công ty sẽ hỗ trợ hợp lý cho người lao động và ứng viên khuyết tật nếu họ đủ điều kiện để thực hiện an toàn tất cả các chức năng thiết yếu của vị trí."
Điều kiện nào để công ty hỗ trợ người lao động hoặc ứng viên khuyết tật?,Người lao động hoặc ứng viên khuyết tật phải đủ điều kiện để thực hiện an toàn tất cả các chức năng thiết yếu của vị trí.
Chính sách lương và cổ phần áp dụng cho bao nhiêu nhân viên đầu tiên tại Clef?,Chính sách này áp dụng cho 10 nhân viên đầu tiên tại Clef.
"Sau khi tuyển dụng 10 người, công ty sẽ làm gì với bảng lương và số lượng cổ phần?","Sau khi tuyển dụng 10 người, công ty sẽ có khả năng xem xét và điều chỉnh bảng lương và số lượng cổ phần."
Tại sao lương bổng lại quan trọng đối với Clef?,"Lương bổng công bằng là yếu tố quan trọng để Clef trở thành nơi làm việc hấp dẫn và giúp nhân viên có cuộc sống hạnh phúc, khỏe mạnh cả trong và ngoài văn phòng."
Mục tiêu của Clef về lương bổng là gì?,"Mục tiêu của Clef về lương bổng là đảm bảo rằng nó đủ cho những người hào hứng làm việc tại đây (do môi trường, sản phẩm và cơ hội phát triển) và sau đó trở nên không còn là mối quan tâm chính."
Clef có sử dụng lương bổng như một công cụ động viên không?,Clef không muốn sử dụng lương bổng như một công cụ động viên vì điều này có thể khuyến khích những loại tối ưu hóa sai lầm.
Tại sao công ty sử dụng bảng tiêu chí chuẩn để xác định lương cho nhân viên?,"Để tránh thiên vị và đồng bộ hóa mục tiêu, công ty sử dụng bảng tiêu chí chuẩn để xác định lương cho tất cả nhân viên."
Công ty chia nhân viên thành bao nhiêu nhóm dựa trên bảng tiêu chí lương?,Công ty chia nhân viên thành bốn nhóm dựa trên bảng tiêu chí lương.
Những yếu tố nào được sử dụng để phân loại nhân viên trong bảng tiêu chí lương?,Những yếu tố được sử dụng để phân loại nhân viên trong bảng tiêu chí lương là mô tả công việc và số năm kinh nghiệm.
Mức lương cho vị trí kỹ thuật có hơn 5 năm kinh nghiệm là bao nhiêu?,Mức lương cho vị trí kỹ thuật có hơn 5 năm kinh nghiệm là $120k.
Kinh nghiệm được tính như thế nào tại Clef?,"Kinh nghiệm được tính là bất kỳ thời gian làm việc trong cùng loại công việc tại một công ty tương tự Clef, sao cho kinh nghiệm đó liên quan đến công việc được đề xuất tại Clef."
Mức lương cho vị trí phi kỹ thuật có ít hơn 5 năm kinh nghiệm là bao nhiêu?,Mức lương cho vị trí phi kỹ thuật có ít hơn 5 năm kinh nghiệm là $70k.
Nhân viên có thể chọn giảm lương để nhận thêm cổ phần không?,"Có, nhân viên có thể chọn giảm 5.000 đô la lương để nhận thêm khoảng 0,1% cổ phần."
Lương của ba nhà sáng lập Clef là bao nhiêu mỗi năm?,Lương của ba nhà sáng lập Clef là 50.000 đô la mỗi năm.
Mỗi nhân viên sẽ được nhận bao nhiêu cổ phiếu Clef?,"Mỗi nhân viên sẽ được nhận 41,963 cổ phiếu Clef."
"Nếu nhân viên chọn giảm lương 5.000 USD/năm, họ sẽ nhận thêm bao nhiêu cổ phiếu?","Nếu nhân viên chọn giảm lương 5.000 USD/năm, họ sẽ nhận thêm 4,663 cổ phiếu."
"So với ngành, quyền lợi cổ phần của công ty có gì khác biệt?","Quyền lợi cổ phần của công ty lớn hơn so với tiêu chuẩn ngành, nhưng thời gian vesting kéo dài hơn, lên đến 6 năm thay vì 4 năm."
Thời gian vesting và cliff của quyền lợi cổ phần tại công ty là bao lâu?,Thời gian vesting là 6 năm với 1 năm cliff.
Tại sao Clef lại chọn cách phân chia quyền sở hữu công ty trong thời gian dài?,"Clef muốn xây dựng một đội ngũ gắn bó lâu dài và phát triển cùng công ty, vì vậy việc phân chia quyền sở hữu lớn hơn trong thời gian dài phù hợp với mục tiêu này."
"Nếu nhân viên rời Clef trước 6 năm, họ sẽ nhận được gì về quyền sở hữu?","Nếu nhân viên rời Clef trước 6 năm, họ vẫn sẽ sở hữu một phần của Clef nhiều hơn so với trường hợp công ty phân chia quyền sở hữu ít hơn nhưng nhanh hơn."
Chính sách này áp dụng cho ai?,"Chính sách này áp dụng cho nhân viên làm việc tại văn phòng trong hầu hết thời gian làm việc trong tuần, bao gồm những trường hợp làm việc từ xa thường xuyên hoặc làm việc từ xa trong tối đa một tuần mỗi tháng."
Chính sách này có áp dụng cho nhân viên làm việc hoàn toàn từ xa không?,"Không, chính sách này không áp dụng cho nhân viên làm việc hoàn toàn từ xa."
Chính sách này có áp dụng cho đội ngũ phân tán không?,"Không, chính sách này không áp dụng cho đội ngũ phân tán."
Khi nào công ty sẽ xem xét lại tình hình làm việc từ xa?,"Khi cấu trúc công ty hiện tại thay đổi, chúng ta sẽ xem xét lại các tình huống liên quan đến làm việc từ xa."
Làm việc từ xa được coi là gì trong công ty?,Làm việc từ xa được coi là một đặc quyền đi kèm với cả lợi ích và chi phí.
Lợi ích chính của việc làm việc linh hoạt là gì?,"Lợi ích chính là chúng ta có thể làm việc khi muốn và ở đâu muốn, giúp chúng ta làm việc tốt nhất và đóng góp cho đội ngũ trong một khung làm việc tự thiết kế, giúp cuộc sống trở nên ý nghĩa hơn."
Nhược điểm chính của việc làm việc từ xa là gì?,Nhược điểm chính là vấn đề giao tiếp: làm việc ngoài văn phòng đòi hỏi nhiều công việc cơ bản và phức tạp hơn cho tất cả nhân viên.
Việc làm việc từ xa yêu cầu điều gì từ nhân viên?,Việc làm việc từ xa yêu cầu cả nhân viên làm việc từ xa và nhân viên tại văn phòng phải nỗ lực hơn để giữ đồng bộ và hợp tác hiệu quả.
"Khi làm việc từ xa, tôi có được phép làm việc ít hơn so với khi làm việc tại văn phòng không?","Không, một ngày làm việc từ xa không ngắn hơn một ngày làm việc tại văn phòng."
Làm việc từ xa có được coi là lý do để bỏ lỡ các cam kết như họp hoặc hạn chót không?,"Không, làm việc từ xa không phải là lý do để bỏ lỡ các cam kết như họp hoặc hạn chót."
"Khi làm việc từ xa, tôi cần phải đảm bảo điều gì để không ảnh hưởng đến công việc của đồng nghiệp?","Khi làm việc từ xa, bạn cần đảm bảo rằng công việc của bạn không kém hiệu quả và không ảnh hưởng đến công việc của đồng nghiệp, đồng thời vượt quá mong đợi của họ."
Trách nhiệm của nhân viên văn phòng đối với nhân viên làm việc từ xa là gì?,Nhân viên văn phòng có trách nhiệm điều chỉnh lịch họp phù hợp với múi giờ khác nhau và quản lý kỳ vọng về phản hồi ngay lập tức.
Nhân viên văn phòng cần làm gì để hỗ trợ nhân viên làm việc từ xa?,Nhân viên văn phòng cần sẵn sàng lịch họp dựa trên sự chênh lệch múi giờ và điều chỉnh kỳ vọng về phản hồi nhanh chóng.
Các hướng dẫn trong tài liệu này giúp gì cho việc làm việc từ xa?,Các hướng dẫn trong tài liệu này cung cấp công cụ để làm cho việc làm việc từ xa dễ dàng hơn.
"Ngoài việc sử dụng công cụ, nhân viên cần làm gì để làm việc từ xa hiệu quả?",Nhân viên cần bổ sung thêm công việc để làm cho việc làm việc từ xa hiệu quả cho cả người làm việc từ xa và đội ngũ còn lại.
Chính sách hỗ trợ làm việc từ xa tại Clef áp dụng cho ai?,"Hầu hết chính sách hỗ trợ làm việc từ xa tại Clef áp dụng cho mọi người tại Clef, không chỉ riêng nhân viên làm việc từ xa."
Khi nào được coi là làm việc từ xa kéo dài?,Làm việc từ xa kéo dài bao gồm bất kỳ khoảng thời gian nào dài hơn 2 ngày hoặc bất kỳ khoảng thời gian nào chúng ta làm việc từ một địa điểm không thường xuyên.
Làm việc từ xa trong 3 ngày có được coi là làm việc từ xa kéo dài không?,"Có, làm việc từ xa trong 3 ngày được coi là làm việc từ xa kéo dài."
Làm việc từ xa ở một địa điểm không thường xuyên có được coi là làm việc từ xa kéo dài không?,"Có, làm việc từ xa ở một địa điểm không thường xuyên được coi là làm việc từ xa kéo dài."
Tôi cần làm gì nếu muốn làm việc từ xa hơn hai ngày liên tục?,Bạn cần tuân theo các hướng dẫn bổ sung nếu làm việc từ xa hơn hai ngày liên tục.
Có cần tuân theo hướng dẫn bổ sung nếu tôi làm việc từ xa tại nhà người yêu ở thành phố khác không?,"Có, bạn cần tuân theo các hướng dẫn bổ sung nếu làm việc từ xa tại một nơi không phải nhà của bạn, như nhà người yêu ở thành phố khác."
Làm việc từ xa trong thời gian dài có phải là một đặc quyền không?,"Có, làm việc từ xa trong thời gian dài là một đặc quyền và yêu cầu bạn phải nỗ lực nhiều hơn để đảm bảo hiệu quả công việc của đội ngũ."
Tôi cần làm gì trước khi làm việc từ xa trong thời gian dài?,Bạn cần có sự đồng ý của quản lý và chuẩn bị kế hoạch về cách xử lý các vấn đề hậu cần và giao tiếp bổ sung liên quan đến làm việc từ xa kéo dài.
Khi nào tôi nên thông báo cho quản lý về việc làm việc từ xa?,"Bạn nên thông báo cho quản lý ít nhất hai tuần trước khi bạn dự định làm việc từ xa, trước khi bạn đặt bất kỳ lịch trình di chuyển nào."
Điều kiện gì để được làm việc từ xa trong thời gian dài?,"Để làm việc từ xa trong thời gian dài, bạn cần đã chứng minh trong quá khứ rằng bạn hiệu quả khi làm việc từ xa."
Tôi cần thông báo cho đội của mình trước bao lâu khi làm việc từ xa?,Bạn nên thông báo cho mọi người trong đội ít nhất 7 ngày để họ có thể lên kế hoạch họp và công việc tương ứng.
Cách nào để đảm bảo mọi người trong đội đều biết tôi sẽ làm việc từ xa?,"Bạn nên đăng thông báo trong kênh #office với thẻ @channel, giao tiếp trực tiếp với những người bạn làm việc gần gũi nhất, và cập nhật lịch làm việc của mình."
Tôi cần làm gì để chuẩn bị trước khi làm việc từ xa?,"Bạn cần thông báo cho đội của mình, cập nhật lịch làm việc, và giao tiếp trực tiếp với những người bạn làm việc gần gũi nhất."
Trách nhiệm của tôi khi làm việc từ xa là gì?,"Trách nhiệm của bạn là đảm bảo hiệu quả công việc và không để đồng đội thất vọng, bất kể bạn làm việc từ đâu."
Tôi cần chuẩn bị những gì trước khi làm việc từ xa?,"Bạn cần lên kế hoạch và chuẩn bị trong thời gian rảnh trước khi rời đi làm việc từ xa, đảm bảo mọi thứ cần thiết đều sẵn sàng."
"Khi làm việc từ xa, tôi có được đảm bảo kết nối internet ổn định không?","Có, bạn sẽ có kết nối wifi nhanh và ổn định."
Tôi có được cung cấp không gian riêng tư để tham gia cuộc họp qua điện thoại khi làm việc từ xa không?,"Có, bạn sẽ có nơi yên tĩnh và riêng tư để thực hiện cuộc gọi và họp."
Công ty Clef hỗ trợ bao nhiêu tiền cho chi phí không gian làm việc chung mỗi ngày?,Clef hỗ trợ lên đến 10 đô la mỗi ngày cho chi phí không gian làm việc chung.
Khi nào công ty sẽ xem xét lại chính sách hỗ trợ này?,Công ty sẽ xem xét lại chính sách hỗ trợ này khi Clef đạt được lợi nhuận hoặc huy động vốn vòng tiếp theo.
Nhân viên có thể đưa ra những lo ngại gì trong thời gian này?,"Nhân viên có thể đưa ra những lo ngại về các rào cản hạn chế khả năng làm việc hiệu quả của họ, bao gồm các vấn đề về cấu trúc nội bộ của Clef, cách thức làm việc của đồng nghiệp, hoặc bất kỳ yếu tố nào khác ảnh hưởng đến công việc của họ."
Quản lý nên làm gì trong thời gian này?,Quản lý nên đưa ra phản hồi cụ thể về việc nhân viên có đang thực hiện đúng trách nhiệm khi làm việc từ xa hay không.
Thời gian này dành cho mục đích gì?,Thời gian này dành để nhân viên có thể bày tỏ những lo ngại về các rào cản hạn chế khả năng làm việc hiệu quả và để quản lý đưa ra phản hồi cụ thể về việc nhân viên có đang thực hiện đúng trách nhiệm khi làm việc từ xa hay không.
"Trước khi làm việc từ xa trong thời gian dài, tôi cần làm gì?","Trước khi làm việc từ xa trong thời gian dài, bạn cần lên lịch họp hồi cứu với quản lý của mình cho khi bạn trở lại."
Mục đích của cuộc họp hồi cứu là gì?,"Mục đích của cuộc họp hồi cứu là để tổng kết những điều đã và chưa thành công trong thời gian bạn vắng mặt, và đảm bảo rằng những bài học rút ra được áp dụng vào cách làm việc tại Clef."
"Nếu một nhân viên không thể duy trì trách nhiệm khi làm việc từ xa, quản lý sẽ làm gì?",Quản lý sẽ làm việc với nhân viên qua các buổi 1:1 và các phiên hồi cứu để giải quyết vấn đề.
"Nếu vấn đề vẫn không được giải quyết, quản lý có quyền làm gì?",Quản lý có quyền thu hồi quyền làm việc từ xa của nhân viên.
Khi nào những thay đổi trong Sổ Tay Nhân Viên sẽ có hiệu lực?,Những thay đổi trong Sổ Tay Nhân Viên sẽ có hiệu lực vào ngày được ghi trong đoạn văn bản.
"Nếu tôi có câu hỏi về nội dung của Sổ Tay Nhân Viên, tôi nên làm gì?","Nếu bạn có câu hỏi về nội dung của Sổ Tay Nhân Viên, bạn nên hỏi một trong các nhà sáng lập để được giải thích rõ hơn."
Các nội dung trong quyển cẩm nang có tạo ra bất kỳ nghĩa vụ pháp lý nào về việc làm hay không?,"Không, các nội dung trong quyển cẩm nang không tạo ra bất kỳ nghĩa vụ pháp lý hoặc hợp đồng về việc làm nào."
"Công ty có quyền thay đổi các chính sách, lợi ích, hoặc thực hành được mô tả trong quyển cẩm nang không?","Có, công ty có quyền thay đổi, bãi bỏ, hoặc sửa đổi bất kỳ chính sách, lợi ích, hoặc thực hành nào được mô tả trong quyển cẩm nang, ngoại trừ chính sách tuyển dụng tự nguyện."
Tôi có trách nhiệm gì đối với nội dung của quyển cẩm nang?,Bạn có trách nhiệm đọc và làm quen với nội dung của quyển cẩm nang.
Tôi cần làm gì nếu tôi có thắc mắc về nội dung trong Sổ tay Nhân viên?,Bạn cần hỏi một trong những người sáng lập để được giải thích rõ hơn.
Tôi có cần phải đọc và hiểu Sổ tay Nhân viên không?,"Có, bạn cần phải đọc và hiểu các quy định trong Sổ tay Nhân viên."
Các nội dung trong sổ tay nhân viên có tạo ra nghĩa vụ pháp lý về hợp đồng lao động không?,"Không, các nội dung trong sổ tay nhân viên không tạo ra bất kỳ nghĩa vụ pháp lý hay hợp đồng lao động nào."
"Công ty có quyền thay đổi chính sách, lợi ích hoặc quy định được mô tả trong sổ tay nhân viên không?","Có, công ty có quyền thay đổi, bãi bỏ hoặc sửa đổi bất kỳ chính sách, lợi ích hoặc quy định nào được mô tả trong sổ tay nhân viên, ngoại trừ chính sách tuyển dụng tự nguyện."
Tôi có thể chấm dứt hợp đồng làm việc với Clef bất cứ lúc nào mà không cần lý do hay thông báo trước không?,"Có, bạn có thể chấm dứt hợp đồng làm việc với Clef bất cứ lúc nào mà không cần lý do hay thông báo trước."
"Nếu có bất kỳ thông tin nào trong sổ tay nhân viên mâu thuẫn với điều khoản về việc chấm dứt hợp đồng, thì điều khoản nào sẽ được áp dụng?","Điều khoản về việc chấm dứt hợp đồng tại đây sẽ được áp dụng, và bất kỳ thông tin mâu thuẫn nào trong sổ tay nhân viên không được coi là có hiệu lực."
Điều khoản về việc chấm dứt hợp đồng có thể được thay đổi như thế nào?,Điều khoản về việc chấm dứt hợp đồng chỉ có thể được thay đổi bằng văn bản có chữ ký của bạn và Giám đốc Điều hành (CEO).
Sổ tay nhân viên Clef được lưu trữ ở đâu?,Sổ tay nhân viên Clef được lưu trữ trực tuyến tại github.com/clef/handbook.
Sổ tay nhân viên Clef bao gồm những chính sách nào?,Sổ tay nhân viên Clef chỉ bao gồm những chính sách được liệt kê dưới đây.
Tôi có thể tìm thấy thêm thông tin chi tiết về công việc tại Clef ở đâu?,Bạn có thể tìm thấy thêm thông tin chi tiết trong Sổ tay Nhân viên tại địa chỉ: https://github.com/clef/handbook.
"Nếu tôi có câu hỏi không được đề cập trong thư mời hoặc Sổ tay Nhân viên, tôi nên làm gì?","Nếu bạn có câu hỏi không được đề cập trong thư mời hoặc Sổ tay Nhân viên, hãy liên hệ với người gửi thư để được hỗ trợ."
Tôi sẽ nhận được mức lương khởi điểm là bao nhiêu?,Mức lương khởi điểm của bạn là SALARY mỗi năm.
Số cổ phiếu tôi được quyền mua là bao nhiêu và chúng sẽ được phân bổ như thế nào?,"Bạn sẽ được quyền mua SHARES cổ phiếu của Clef, và số cổ phiếu này sẽ được phân bổ trong vòng sáu năm, với một năm đầu tiên không được phân bổ."
Có tài liệu nào giải thích về quyền lợi cổ phần tại công ty khởi nghiệp không?,"Có, chúng tôi đã tạo một hướng dẫn giải thích cách phát hành, thực hiện quyền chọn và giá trị tiềm năng của chúng nếu Clef thành công."
Quyền lợi lớn nhất khi làm việc tại Clef là gì?,Quyền lợi lớn nhất khi làm việc tại Clef là những đồng nghiệp mới tuyệt vời.
Nhân viên còn được hưởng những quyền lợi khác gì từ kế hoạch phúc lợi của công ty?,Nhân viên còn được hưởng tất cả các quyền lợi áp dụng cho mình từ kế hoạch phúc lợi của công ty.
Tôi có thể làm việc thêm ở nơi khác không?,"Không, bạn không nên nhận bất kỳ công việc khác mà không thảo luận với Clef trước."
Tôi có thể giúp đỡ hoặc đầu tư vào đối thủ của Clef không?,"Không, bạn phải tránh mọi công việc có thể tạo ra xung đột lợi ích, bao gồm giúp đỡ hoặc đầu tư vào đối thủ của Clef, trừ khi được Clef phê duyệt trước."
Công ty Clef có quyền thay đổi điều khoản và điều kiện làm việc của tôi không?,"Có, Clef có quyền thay đổi điều khoản và điều kiện làm việc, bao gồm vị trí, lương và lợi ích, tùy thuộc vào sự phát triển và nhu cầu của công ty."
Clef có thể chấm dứt hợp đồng làm việc với tôi bất cứ lúc nào không?,"Có, Clef có quyền chấm dứt hợp đồng làm việc với bạn bất cứ lúc nào, với hoặc không cần thông báo trước, và vì bất kỳ lý do nào (hoặc không có lý do)."
"Nếu có mâu thuẫn giữa thư này và Sổ tay Nhân viên, cái nào sẽ được áp dụng?",Thư này sẽ được áp dụng nếu có mâu thuẫn.
Sổ tay Nhân viên có vai trò gì trong công ty Clef?,"Sổ tay Nhân viên là tài liệu chính thức quy định các chính sách và thực hành làm việc tại Clef, trừ khi có mâu thuẫn với thư cá nhân."
Tài liệu này có hiệu lực pháp lý nếu tôi không ký tên không?,"Không, tài liệu này chỉ có hiệu lực khi bạn ký tên."
Tôi cần làm gì trước khi tài liệu này có hiệu lực pháp lý?,"Trước khi tài liệu này có hiệu lực pháp lý, bạn cần điền vào Thỏa thuận Thông tin Sở hữu và Sáng chế (Proprietary Information and Inventions Agreement) và xác minh danh tính cũng như quyền hạn làm việc tại quốc gia đó."
Thỏa thuận nào tôi cần điền để tài liệu này có hiệu lực?,Bạn cần điền vào Thỏa thuận Thông tin Sở hữu và Sáng chế (Proprietary Information and Inventions Agreement).
Ban lãnh đạo công ty đã quyết định như thế nào về việc tuyển dụng tôi?,Ban lãnh đạo công ty đã quyết định rằng bạn là người phù hợp cho vị trí này.
Cảm nhận của đội ngũ Clef về tôi qua quá trình phỏng vấn là gì?,Đội ngũ Clef rất vui mừng và tin tưởng rằng bạn là người phù hợp cho công việc này.
Tôi có thể thay đổi các điều khoản trong thư này không?,Các điều khoản trong thư này chỉ có thể được thay đổi bằng thỏa thuận bằng văn bản có chữ ký của cả Clef và tôi.
Thư này có phải là thỏa thuận hoàn chỉnh giữa tôi và Clef không?,"Đúng, thư này là thỏa thuận hoàn chỉnh và thay thế tất cả các thỏa thuận khác (trừ những thỏa thuận được đề cập trong thư này)."
Tôi có cần dựa vào bất kỳ lời hứa nào khác ngoài những gì được ghi trong thư này không?,"Không, tôi ký thư này tự nguyện và không dựa vào bất kỳ lời hứa nào khác ngoài những gì được ghi trong thư này."
Thỏa thuận này được gọi là gì?,Thỏa thuận này được gọi là Thỏa thuận Thông tin Sở hữu và Phát minh của Nhân viên (Employee Proprietary Information and Inventions Assignment Agreement).
Các bên tham gia thỏa thuận này là ai?,"Các bên tham gia thỏa thuận này là Clef, Inc. (Công ty) và cá nhân ký tên (Nhân viên)."
Nhân viên đồng ý với những hạn chế gì trong thỏa thuận này?,"Nhân viên đồng ý với các hạn chế được đặt lên việc sử dụng và phát triển thông tin sở hữu, công nghệ, ý tưởng."
Nhân viên có được phép sử dụng Thông tin Sở hữu Trí tuệ của Công ty cho mục đích cá nhân không?,"Không, nhân viên phải giữ Thông tin Sở hữu Trí tuệ của Công ty trong sự bảo mật nghiêm ngặt và không được sử dụng hoặc tiết lộ thông tin này, ngoại trừ khi cần thiết để thực hiện trách nhiệm công việc hoặc được đại diện có thẩm quyền của Công ty viết giấy phép."
Nhân viên có thể tiết lộ Thông tin Sở hữu Trí tuệ của Công ty cho bên thứ ba không?,"Không, nhân viên không được tiết lộ Thông tin Sở hữu Trí tuệ của Công ty cho bất kỳ ai, ngoại trừ khi cần thiết để thực hiện trách nhiệm công việc hoặc được đại diện có thẩm quyền của Công ty viết giấy phép."
Nhân viên có cần giữ bí mật Thông tin Sở hữu Trí tuệ của Công ty sau khi kết thúc hợp đồng làm việc không?,"Có, nhân viên phải giữ bí mật Thông tin Sở hữu Trí tuệ của Công ty cả trong thời gian làm việc và sau khi kết thúc hợp đồng làm việc."
Thông tin nào được coi là Thông tin Riêng tư của Công ty?,"Thông tin Riêng tư bao gồm tất cả thông tin liên quan đến hoạt động kinh doanh của Công ty hoặc các công ty liên kết, tư vấn viên, hoặc đối tác kinh doanh, trừ khi thông tin đó đã trở nên công khai và phổ biến trong các doanh nghiệp tương tự với Công ty."
Thông tin nào không được coi là Thông tin Riêng tư?,Thông tin không được coi là Thông tin Riêng tư nếu: (i) thông tin đó đã trở nên công khai và phổ biến một cách hợp pháp; (ii) thông tin đó đã là kiến thức chung của nhân viên trước khi làm việc cho Công ty và có thể chứng minh bằng tài liệu; hoặc (iii)...
Nhân viên cần chứng minh như thế nào để thông tin không được coi là Thông tin Riêng tư?,Nhân viên cần chứng minh rằng thông tin đó đã là kiến thức chung của họ trước khi làm việc cho Công ty và có thể chứng minh bằng tài liệu.
Thông tin độc quyền bao gồm những gì?,"Thông tin độc quyền bao gồm, nhưng không giới hạn ở: dữ liệu kỹ thuật, nghiên cứu, ý tưởng hoặc kế hoạch sản phẩm hoặc dịch vụ, mã nguồn phần mềm và thiết kế, thuật toán, phát triển, phát minh, đơn đăng ký bằng sáng chế, sổ ghi chép văn phòng, quy trình, công thức, kỹ thuật, thiết kế và các tài liệu liên quan."
Khi nào thông tin không được coi là thông tin độc quyền?,Thông tin không được coi là thông tin độc quyền khi: (i) thông tin đã được công bố rộng rãi và trở thành kiến thức chung; (ii) thông tin được chứng minh bằng tài liệu rằng nhân viên đã biết trước khi nhận từ công ty; (iii) thông tin được tiết lộ cho nhân viên không bị hạn chế bởi một bên thứ ba hợp pháp sở hữu thông tin và không học được từ công ty.
Thông tin nào được coi là thông tin độc quyền của công ty?,Bất kỳ thông tin nào mà công ty cung cấp cho nhân viên và không thuộc các trường hợp ngoại lệ nêu trên đều được coi là thông tin độc quyền của công ty.
Những loại thông tin kỹ thuật nào được đề cập trong đoạn văn?,"Thông tin kỹ thuật bao gồm quy trình, công thức, kỹ thuật, thiết kế và bản vẽ, thông tin cấu hình phần cứng, sơ đồ, công cụ phát triển, bản in máy tính, chương trình máy tính, bản vẽ thiết kế và hướng dẫn, mã điện tử, công thức và cải tiến, ý tưởng, phương pháp và kiến thức chuyên môn."
Đoạn văn có đề cập đến những loại thông tin kinh doanh nào?,"Thông tin kinh doanh bao gồm kế hoạch kinh doanh và phương pháp, thông tin nghiên cứu và phát triển, chiến lược và kỹ thuật tiếp thị, thỏa thuận với bên thứ ba, danh sách hoặc thông tin liên quan đến nhà cung cấp và khách hàng."
Danh sách hoặc thông tin liên quan đến ai được đề cập trong đoạn văn?,Danh sách hoặc thông tin liên quan đến nhà cung cấp và khách hàng.
Những thông tin nào được coi là bí mật kinh doanh của công ty?,"Thông tin bao gồm danh sách khách hàng, phương pháp định giá, dữ liệu chi phí, dữ liệu thị phần, kế hoạch tiếp thị, giấy phép, thông tin hợp đồng, kế hoạch kinh doanh, dự báo tài chính, dữ liệu tài chính lịch sử, ngân sách hoặc bất kỳ thông tin kinh doanh khác mà công ty tiết lộ trực tiếp hoặc gián tiếp."
Thông tin bí mật kinh doanh có thể được tiết lộ qua những hình thức nào?,"Thông tin bí mật kinh doanh có thể được tiết lộ bằng văn bản, điện tử, miệng hoặc bằng cách khác."
